rank,track_name,artist_name,listeners,mbid,url,date,country
1,Drop Dead,Olivia Rodrigo,68676,dae76a66-5ea8-43c2-856d-cce2aa7fbe49,https://www.last.fm/music/Olivia+Rodrigo/_/Drop+Dead,2026-04-22,Brazil
2,Stateside + Zara Larsson,PinkPantheress,59951,ffbf7862-2476-4164-ac32-f5904ccefe0f,https://www.last.fm/music/PinkPantheress/_/Stateside+%252B+Zara+Larsson,2026-04-22,Brazil
3,Manchild,Sabrina Carpenter,49532,16afd537-24ce-45f4-b3bc-e2ac99de3bf0,https://www.last.fm/music/Sabrina+Carpenter/_/Manchild,2026-04-22,Brazil
4,Desgraça,Anitta,48033,08ed15fd-c843-4dad-b8e4-876f98f4b7c4,https://www.last.fm/music/Anitta/_/Desgra%C3%A7a,2026-04-22,Brazil
5,Mandinga,Anitta,47482,,https://www.last.fm/music/Anitta/_/Mandinga,2026-04-22,Brazil
6,P.I.T.T.Y. (Parecendo Uma Cafetina),NandaTsunami,47401,bd37b568-6b11-47e9-878a-4279cf5fb1e2,https://www.last.fm/music/NandaTsunami/_/P.I.T.T.Y.+(Parecendo+Uma+Cafetina),2026-04-22,Brazil
7,Beauty and a Beat,Justin Bieber,44111,014d6d73-b235-3c1a-b4e8-589603732ae8,https://www.last.fm/music/Justin+Bieber/_/Beauty+and+a+Beat,2026-04-22,Brazil
8,PINKY UP,KATSEYE,43441,db073be9-577c-4121-b426-f590cc71b804,https://www.last.fm/music/KATSEYE/_/PINKY+UP,2026-04-22,Brazil
9,Choka Choka,Anitta,42922,,https://www.last.fm/music/Anitta/_/Choka+Choka,2026-04-22,Brazil
10,Dracula - JENNIE remix,Tame Impala,42850,115ccba3-2f4c-42b5-8b44-58120553d4c2,https://www.last.fm/music/Tame+Impala/_/Dracula+-+JENNIE+remix,2026-04-22,Brazil
11,House Tour,Sabrina Carpenter,41711,6095702d-b48f-46a9-80a3-4f5723fe3b28,https://www.last.fm/music/Sabrina+Carpenter/_/House+Tour,2026-04-22,Brazil
12,Caminhador,Anitta,41431,,https://www.last.fm/music/Anitta/_/Caminhador,2026-04-22,Brazil
13,Numa Ilha,Marina Sena,40260,36d151af-f09f-4f11-a755-be86ab6e3294,https://www.last.fm/music/Marina+Sena/_/Numa+Ilha,2026-04-22,Brazil
14,Lua Cheia,Marina Sena,39016,96e8544b-f820-413e-a3d9-1bc39ac61498,https://www.last.fm/music/Marina+Sena/_/Lua+Cheia,2026-04-22,Brazil
15,Bemba,Anitta,38654,,https://www.last.fm/music/Anitta/_/Bemba,2026-04-22,Brazil
16,Meia Noite,Anitta,37578,,https://www.last.fm/music/Anitta/_/Meia+Noite,2026-04-22,Brazil
17,Ternura,Anitta,37063,,https://www.last.fm/music/Anitta/_/Ternura,2026-04-22,Brazil
18,Deus existe,Anitta,36792,,https://www.last.fm/music/Anitta/_/Deus+existe,2026-04-22,Brazil
19,Fame Is a Gun,Addison Rae,36284,37907edc-06c1-4d08-b2ef-7e5221986f91,https://www.last.fm/music/Addison+Rae/_/Fame+Is+a+Gun,2026-04-22,Brazil
20,Vai Dar Caô,Anitta,34627,,https://www.last.fm/music/Anitta/_/Vai+Dar+Ca%C3%B4,2026-04-22,Brazil
21,Várias Quejas,Anitta,34090,947fb3e5-9642-42b1-bf0d-d259af814e57,https://www.last.fm/music/Anitta/_/V%C3%A1rias+Quejas,2026-04-22,Brazil
22,Caso de Amor,Anitta,34079,,https://www.last.fm/music/Anitta/_/Caso+de+Amor,2026-04-22,Brazil
23,Desmitificar,Marina Sena,33967,37db0d8f-1d5b-4dde-85f2-9df64d1173f0,https://www.last.fm/music/Marina+Sena/_/Desmitificar,2026-04-22,Brazil
24,Babydoll,Dominic Fike,33670,c6fa2cd4-a100-4db8-8206-3cbcdd3aabe0,https://www.last.fm/music/Dominic+Fike/_/Babydoll,2026-04-22,Brazil
25,Midnight Sun,Zara Larsson,33481,21e8a4db-0892-428d-a143-0e2215dddbfa,https://www.last.fm/music/Zara+Larsson/_/Midnight+Sun,2026-04-22,Brazil
26,Confident,Justin Bieber,32238,2a2fbfc6-b576-4224-be6f-bb9325331f93,https://www.last.fm/music/Justin+Bieber/_/Confident,2026-04-22,Brazil
27,Nanã,Anitta,32134,,https://www.last.fm/music/Anitta/_/Nan%C3%A3,2026-04-22,Brazil
28,SWIM,BTS,31669,6f33dc05-cdc0-4a2f-8039-e8fed082eec6,https://www.last.fm/music/BTS/_/SWIM,2026-04-22,Brazil
29,So Much Love,Anitta,31344,798f84b2-a254-4cc9-96f9-43eb5d6b24d1,https://www.last.fm/music/Anitta/_/So+Much+Love,2026-04-22,Brazil
30,Hooligan,BTS,30810,a045f252-ea1a-42c3-b7a5-f69979e39394,https://www.last.fm/music/BTS/_/Hooligan,2026-04-22,Brazil
31,Body to Body,BTS,30303,6dfdfc61-89ff-451a-a5e9-5319065beae7,https://www.last.fm/music/BTS/_/Body+to+Body,2026-04-22,Brazil
32,Tears,Sabrina Carpenter,30158,11d44ae8-4fd9-4bec-94fb-06f6a7e40d66,https://www.last.fm/music/Sabrina+Carpenter/_/Tears,2026-04-22,Brazil
33,RUNWAY,Lady Gaga,29739,,https://www.last.fm/music/Lady+Gaga/_/RUNWAY,2026-04-22,Brazil
34,2.0,BTS,29567,1d6222e0-77eb-4047-b4fb-045a0c5636d3,https://www.last.fm/music/BTS/_/2.0,2026-04-22,Brazil
35,Juno,Sabrina Carpenter,29411,10a8578d-6b96-496f-bdb0-433e97006e10,https://www.last.fm/music/Sabrina+Carpenter/_/Juno,2026-04-22,Brazil
36,Pinterest (Spanish),Anitta,29226,,https://www.last.fm/music/Anitta/_/Pinterest+(Spanish),2026-04-22,Brazil
37,"Good Luck, Babe!",Chappell Roan,28605,1469986c-a292-4d2c-a253-89ed5dc56bf2,"https://www.last.fm/music/Chappell+Roan/_/Good+Luck,+Babe%21",2026-04-22,Brazil
38,Ouro,Anitta,28172,,https://www.last.fm/music/Anitta/_/Ouro,2026-04-22,Brazil
39,Nobody’s Son,Sabrina Carpenter,26989,,https://www.last.fm/music/Sabrina+Carpenter/_/Nobody%E2%80%99s+Son,2026-04-22,Brazil
40,they don’t know ’bout us,BTS,26655,7bdd2fd6-e7ea-4926-8af9-6ebfcca06adc,https://www.last.fm/music/BTS/_/they+don%E2%80%99t+know+%E2%80%99bout+us,2026-04-22,Brazil
41,WHERE IS MY HUSBAND!,RAYE,26516,127fd962-d85c-4f64-84e1-220f3dae762c,https://www.last.fm/music/RAYE/_/WHERE+IS+MY+HUSBAND%21,2026-04-22,Brazil
42,FYA,BTS,26012,802e86e2-5da4-40c5-a265-933eb64d864b,https://www.last.fm/music/BTS/_/FYA,2026-04-22,Brazil
43,CARNAVAL,Marina Sena,25873,3ad00e7b-052f-4024-b3f1-8944a5e610f6,https://www.last.fm/music/Marina+Sena/_/CARNAVAL,2026-04-22,Brazil
44,Please Please Please,Sabrina Carpenter,25513,0cab6223-4bd7-484b-8d04-a36edfc7493d,https://www.last.fm/music/Sabrina+Carpenter/_/Please+Please+Please,2026-04-22,Brazil
45,Aliens,BTS,25159,370cb956-910e-4fde-87b4-fdce053168e9,https://www.last.fm/music/BTS/_/Aliens,2026-04-22,Brazil
46,Taste,Sabrina Carpenter,25057,058613a0-ed6e-4176-a232-27565c0b0bad,https://www.last.fm/music/Sabrina+Carpenter/_/Taste,2026-04-22,Brazil
47,Like Animals,BTS,24898,da0221e5-7c96-4c23-8295-4855d91d4085,https://www.last.fm/music/BTS/_/Like+Animals,2026-04-22,Brazil
48,NORMAL,BTS,24202,1f1d16f1-3f17-4019-be0e-bb5cabd0f563,https://www.last.fm/music/BTS/_/NORMAL,2026-04-22,Brazil
49,Extraordinária,Ebony,24197,99fd0719-5084-4ba9-a97f-a1ee30fd7bd3,https://www.last.fm/music/Ebony/_/Extraordin%C3%A1ria,2026-04-22,Brazil
50,Espresso,Sabrina Carpenter,24003,05e5ca93-eb60-491b-9669-8bac0307d52d,https://www.last.fm/music/Sabrina+Carpenter/_/Espresso,2026-04-22,Brazil
51,The Less I Know the Better,Tame Impala,23954,0409caa8-c467-4455-8033-05ff8d9345f1,https://www.last.fm/music/Tame+Impala/_/The+Less+I+Know+the+Better,2026-04-22,Brazil
52,BEAT UP CHANEL$,Slayyyter,23822,b105c99f-f560-4b4d-9b05-8af3489a0d60,https://www.last.fm/music/Slayyyter/_/BEAT+UP+CHANEL$,2026-04-22,Brazil
53,deja vu,Olivia Rodrigo,23733,096e37da-66c3-4571-86cb-b0790d71a711,https://www.last.fm/music/Olivia+Rodrigo/_/deja+vu,2026-04-22,Brazil
54,Busy Woman,Sabrina Carpenter,23653,5fee9157-3fda-45a0-bfef-0b4a396ced7f,https://www.last.fm/music/Sabrina+Carpenter/_/Busy+Woman,2026-04-22,Brazil
55,See You Again (feat. Kali Uchis),"Tyler, The Creator",23299,681a3318-d896-4696-8745-0b9aaf642040,"https://www.last.fm/music/Tyler,+The+Creator/_/See+You+Again+(feat.+Kali+Uchis)",2026-04-22,Brazil
56,Merry Go Round,BTS,22986,b9462ebb-1d6d-4477-a12b-402c0b65b206,https://www.last.fm/music/BTS/_/Merry+Go+Round,2026-04-22,Brazil
57,When Did You Get Hot?,Sabrina Carpenter,22970,4a6f7130-b03f-48b7-a6ec-4eee24f2e6eb,https://www.last.fm/music/Sabrina+Carpenter/_/When+Did+You+Get+Hot%3F,2026-04-22,Brazil
58,Sinais de fogo,Preta Gil,22914,9a64f5d2-c228-4deb-ba6f-dbc8d1a6a3f6,https://www.last.fm/music/Preta+Gil/_/Sinais+de+fogo,2026-04-22,Brazil
59,Please,BTS,22873,2ce03059-d0a9-4b10-bec6-de779d6f5fe9,https://www.last.fm/music/BTS/_/Please,2026-04-22,Brazil
60,Sorry,Justin Bieber,22808,01560ee8-5e6d-4803-8ebe-dd64b6ae882b,https://www.last.fm/music/Justin+Bieber/_/Sorry,2026-04-22,Brazil
61,The Fate of Ophelia,Taylor Swift,22713,8670a098-6ab7-4e18-8ac0-0ec7259151f8,https://www.last.fm/music/Taylor+Swift/_/The+Fate+of+Ophelia,2026-04-22,Brazil
62,One More Night,BTS,22361,b4ae8f7c-14ea-4882-81e2-6e35fd6de44f,https://www.last.fm/music/BTS/_/One+More+Night,2026-04-22,Brazil
63,CRANK,Slayyyter,22307,eaf77053-fc29-4274-adfd-3ffe21e9c604,https://www.last.fm/music/Slayyyter/_/CRANK,2026-04-22,Brazil
64,Baby,Justin Bieber,22182,0182dbdf-7636-4a1a-87f8-8a4329ff0fcb,https://www.last.fm/music/Justin+Bieber/_/Baby,2026-04-22,Brazil
65,Fuso,Duquesa,21995,,https://www.last.fm/music/Duquesa/_/Fuso,2026-04-22,Brazil
66,She Did It Again (feat. Zara Larsson),Tyla,21950,,https://www.last.fm/music/Tyla/_/She+Did+It+Again+(feat.+Zara+Larsson),2026-04-22,Brazil
67,JETSKI,PEDRO SAMPAIO,21485,a7173349-fdb5-463d-a929-3702a0ee2c1a,https://www.last.fm/music/PEDRO+SAMPAIO/_/JETSKI,2026-04-22,Brazil
68,"Lover, You Should've Come Over",Jeff Buckley,21450,027cdcbb-96e7-351b-a7b5-d1004440e0f1,"https://www.last.fm/music/Jeff+Buckley/_/Lover,+You+Should%27ve+Come+Over",2026-04-22,Brazil
69,Into the Sun,BTS,21389,24909119-fb10-416b-b8d4-fd9016f75033,https://www.last.fm/music/BTS/_/Into+the+Sun,2026-04-22,Brazil
70,Never Say Never,Justin Bieber,21258,147aed59-320b-3ead-af22-abe1759e5633,https://www.last.fm/music/Justin+Bieber/_/Never+Say+Never,2026-04-22,Brazil
71,Coisas Naturais,Marina Sena,21161,0da54635-bb4d-497d-bae2-43595dd71ee7,https://www.last.fm/music/Marina+Sena/_/Coisas+Naturais,2026-04-22,Brazil
72,Gnarly,KATSEYE,20801,1a854a92-abda-47bd-bec8-c9955b3f1b78,https://www.last.fm/music/KATSEYE/_/Gnarly,2026-04-22,Brazil
73,Sugar Talking,Sabrina Carpenter,20754,528bc581-b02a-4146-9d3d-785aae605a1e,https://www.last.fm/music/Sabrina+Carpenter/_/Sugar+Talking,2026-04-22,Brazil
74,Oi Linda,NandaTsunami,20697,2833cc64-3d0c-4a5b-979f-b50954ae3a24,https://www.last.fm/music/NandaTsunami/_/Oi+Linda,2026-04-22,Brazil
75,Casual,Chappell Roan,20487,52daa09b-aca8-4f97-baae-aa1e21e3a046,https://www.last.fm/music/Chappell+Roan/_/Casual,2026-04-22,Brazil
76,back to friends,sombr,20454,12f8214c-b2a2-4372-a566-e000a3bf1ef1,https://www.last.fm/music/sombr/_/back+to+friends,2026-04-22,Brazil
77,Pq Vc Não Me Liga?,NandaTsunami,20449,6d19a257-0000-4e67-922f-c9359bfc6089,https://www.last.fm/music/NandaTsunami/_/Pq+Vc+N%C3%A3o+Me+Liga%3F,2026-04-22,Brazil
78,Gabriela,KATSEYE,20381,12c88454-f052-4840-bd81-b8e44138cf2d,https://www.last.fm/music/KATSEYE/_/Gabriela,2026-04-22,Brazil
79,Hung Up,Madonna,20231,03e2d973-96a7-48a0-9a38-1ae377971c55,https://www.last.fm/music/Madonna/_/Hung+Up,2026-04-22,Brazil
80,Sign of the Times,Harry Styles,20226,03296d3a-6bee-4bcb-84dc-72d8307b1f4a,https://www.last.fm/music/Harry+Styles/_/Sign+of+the+Times,2026-04-22,Brazil
81,End of Beginning,Djo,20170,298a594f-d201-41c3-a9a6-9e362d5c5c03,https://www.last.fm/music/Djo/_/End+of+Beginning,2026-04-22,Brazil
82,Doçura,Marina Sena,20081,4ebf2762-53db-4670-9804-f884aace738a,https://www.last.fm/music/Marina+Sena/_/Do%C3%A7ura,2026-04-22,Brazil
83,SEQUÊNCIA CUNT (feat. Clementaum),PEDRO SAMPAIO,20042,4721b241-7e88-4aed-810c-79481db23420,https://www.last.fm/music/PEDRO+SAMPAIO/_/SEQU%C3%8ANCIA+CUNT+(feat.+Clementaum),2026-04-22,Brazil
84,Bed Chem,Sabrina Carpenter,19928,1026b368-00b8-4f0d-b29b-b845e5e6e62c,https://www.last.fm/music/Sabrina+Carpenter/_/Bed+Chem,2026-04-22,Brazil
85,Eenie Meenie,Sean Kingston,19695,6611e1dc-2b20-497a-a699-43868f4bd24d,https://www.last.fm/music/Sean+Kingston/_/Eenie+Meenie,2026-04-22,Brazil
86,DANCE...,Slayyyter,19681,5e5cc08e-b4a5-43e4-a5f7-a8befec7ca25,https://www.last.fm/music/Slayyyter/_/DANCE...,2026-04-22,Brazil
87,OLD TECHNOLOGY,Slayyyter,19578,092de074-146a-43e3-bd42-c587e81005ba,https://www.last.fm/music/Slayyyter/_/OLD+TECHNOLOGY,2026-04-22,Brazil
88,Dreams - 2004 Remaster,Fleetwood Mac,19526,248cc9d1-97ea-493e-84d4-4c5ec718683b,https://www.last.fm/music/Fleetwood+Mac/_/Dreams+-+2004+Remaster,2026-04-22,Brazil
89,Illegal,PinkPantheress,19502,013ebe38-b85b-4f70-8667-e631b1cf32ab,https://www.last.fm/music/PinkPantheress/_/Illegal,2026-04-22,Brazil
90,Dracula,Tame Impala,19332,5b1c893a-16da-4e3d-b9b7-6cc57afc360c,https://www.last.fm/music/Tame+Impala/_/Dracula,2026-04-22,Brazil
91,GAS STATION,Slayyyter,19263,dc47f4f9-7a14-4c11-8f4d-c555bceaa484,https://www.last.fm/music/Slayyyter/_/GAS+STATION,2026-04-22,Brazil
92,Company,Justin Bieber,19237,010da4c0-6af9-4e57-b537-2b84c53ba48b,https://www.last.fm/music/Justin+Bieber/_/Company,2026-04-22,Brazil
93,vampire,Olivia Rodrigo,19216,0361aaf9-3e11-4384-95f9-a1346c2181ff,https://www.last.fm/music/Olivia+Rodrigo/_/vampire,2026-04-22,Brazil
94,My Man on Willpower,Sabrina Carpenter,19177,5464e9ab-6301-4dc3-ac42-30005b4460fc,https://www.last.fm/music/Sabrina+Carpenter/_/My+Man+on+Willpower,2026-04-22,Brazil
95,Mágico,Marina Sena,19088,7b0b392e-5a1b-451c-917a-67174f5054cd,https://www.last.fm/music/Marina+Sena/_/M%C3%A1gico,2026-04-22,Brazil
96,First Light,Lana Del Rey,18840,2c18dc93-70d3-4210-a422-b319275f5d23,https://www.last.fm/music/Lana+Del+Rey/_/First+Light,2026-04-22,Brazil
97,RUDE!,Hearts2Hearts,18835,b98e4697-eeaa-483a-88fb-4da7b35d4774,https://www.last.fm/music/Hearts2Hearts/_/RUDE%21,2026-04-22,Brazil
98,What Do You Mean?,Justin Bieber,18779,0314829c-7ac9-49ef-9842-f703abb2cc8d,https://www.last.fm/music/Justin+Bieber/_/What+Do+You+Mean%3F,2026-04-22,Brazil
99,I Feel So Free,Madonna,18673,13753e30-2ad9-4431-9539-09d49b5c3109,https://www.last.fm/music/Madonna/_/I+Feel+So+Free,2026-04-22,Brazil
100,Diet Pepsi,Addison Rae,18645,49da01a2-aecd-4449-83f6-c81ca5de7321,https://www.last.fm/music/Addison+Rae/_/Diet+Pepsi,2026-04-22,Brazil
101,The Subway,Chappell Roan,18634,1239f0bf-6874-4ea4-ac0e-8c1c0207eb7f,https://www.last.fm/music/Chappell+Roan/_/The+Subway,2026-04-22,Brazil
102,bad idea right?,Olivia Rodrigo,18338,598eb829-d17d-4d12-bb4f-d7d9e4ae1525,https://www.last.fm/music/Olivia+Rodrigo/_/bad+idea+right%3F,2026-04-22,Brazil
103,All I Wanted,Paramore,18268,013c6618-aac8-335c-b45f-2b39ed6f47ae,https://www.last.fm/music/Paramore/_/All+I+Wanted,2026-04-22,Brazil
